fault_model,target_index,n_total,n_valid,n_inactive,n_simerror,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,Reach,Reach_lo,Reach_hi,frozen
intermittent_burst,10,100,93,7,0,0.1398,0.0835,0.2246,0.0000,0.0000,0.0397,0.9300,0.8625,0.9657,0
