fault_model,mem_addr_start,mem_addr_end,protection_model,ecc_logic_fault,n_total,n_valid,n_inactive,n_simerror,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,Reach,Reach_lo,Reach_hi,frozen
transient_bit_flip,4194304,5242880,secded,True,100,100,0,0,0.8500,0.7672,0.9069,0.0000,0.0000,0.0370,1.0000,0.9630,1.0000,0
