fault_model,target_block_addr,n_total,n_valid,n_inactive,n_simerror,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,Reach,Reach_lo,Reach_hi,frozen
transient_bit_flip,4325376,20,20,0,0,0.5000,0.2993,0.7007,0.0000,0.0000,0.1611,1.0000,0.8389,1.0000,0
