cell_ordinal,layer,target_arch,semantic_role,fault_model,f5_substitute_target,n_total,n_valid,SDC,Crash,Hang,Inactive,Masked,SimulatorError,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,P_escape,Reachability,first_run_id,first_run_class
0,physical,9,int_accum,legal_domain_sub,-1,384,148,114,0,34,0,0,215,0.7703,0.6962,0.8307,0.2297,0.1693,0.3038,0.7703,0.8757,method1_f5_accum_formal-c000-r0,SimulatorError
