fpu_mode_fma_weighted,fault_model,n_total,n_valid,n_inactive,n_simerror,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,Reach,Reach_lo,Reach_hi,frozen
True,transient_bit_flip,100,100,0,0,0.9900,0.9455,0.9982,0.0000,0.0000,0.0370,1.0000,0.9630,1.0000,0
