fault_model,target_block_addr,n_total,n_valid,n_inactive,n_simerror,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,Reach,Reach_lo,Reach_hi,frozen
transient_bit_flip,4325376,100,100,0,0,0.5600,0.4623,0.6533,0.0000,0.0000,0.0370,1.0000,0.9630,1.0000,0
