fault_model,target_index,n_total,n_valid,n_inactive,n_simerror,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,Reach,Reach_lo,Reach_hi,frozen
intermittent_burst,10,20,18,2,0,0.0556,0.0099,0.2576,0.0000,0.0000,0.1759,0.9000,0.6990,0.9721,0
