fault_model,mem_addr_start,mem_addr_end,n_total,n_valid,n_inactive,n_simerror,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,Reach,Reach_lo,Reach_hi,frozen
transient_bit_flip,4194304,5242880,384,384,0,0,0.3021,0.2583,0.3498,0.0000,0.0000,0.0099,1.0000,0.9901,1.0000,0
