phys_mode,target_index,bit,fault_model,n_total,n_valid,n_inactive,n_simerror,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,Reach,Reach_lo,Reach_hi,frozen
arch_frontend,3,0,transient_bit_flip,3,3,0,0,0.0000,0.0000,0.5615,0.0000,0.0000,0.5615,1.0000,0.4385,1.0000,0
