target_index,field,sub_field,fault_model,protection_model,n_total,n_valid,n_inactive,n_simerror,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,Reach,Reach_lo,Reach_hi,frozen
-1,destid,destid_bitflip,transient_bit_flip,none,2000,2000,0,0,0.0000,0.0000,0.0019,1.0000,0.9981,1.0000,1.0000,0.9981,1.0000,0
