target_index,fault_model,protection_model,n_total,n_valid,n_inactive,n_simerror,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,Reach,Reach_lo,Reach_hi,frozen
0,stuck_at_zero,none,384,378,0,6,0.3757,0.3283,0.4255,0.5741,0.5237,0.6229,1.0000,0.9899,1.0000,0
