phys_mode,target_index,fault_model,protection_model,n_total,n_valid,n_inactive,n_simerror,P_SDC,P_SDC_lo,P_SDC_hi,P_DUE,P_DUE_lo,P_DUE_hi,Reach,Reach_lo,Reach_hi,frozen
arch_frontend,0,transient_bit_flip,none,384,357,24,3,0.0000,0.0000,0.0106,0.0000,0.0000,0.0106,0.9370,0.9080,0.9573,0
